work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,Id
2023,SE,FT,Data Scientist,186000,USD,186000,US,0,US,M,DSS-00194
2023,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M,DSS-00195
2023,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M,DSS-00196
2023,MI,FT,Research Engineer,230000,USD,230000,US,0,US,M,DSS-00197
2023,MI,FT,Research Engineer,200000,USD,200000,US,0,US,M,DSS-00198
2023,SE,FT,Data Architect,180000,USD,180000,US,100,US,M,DSS-00199
2023,SE,FT,Data Architect,115000,USD,115000,US,100,US,M,DSS-00200
2023,SE,FT,Data Architect,200000,USD,200000,US,100,US,M,DSS-00201
2023,SE,FT,Data Architect,115000,USD,115000,US,100,US,M,DSS-00202
2023,SE,FT,Data DevOps Engineer,50000,EUR,53654,FR,50,FR,S,DSS-00203
2023,EX,FT,Data Engineer,220000,USD,220000,US,0,US,M,DSS-00204
2023,EX,FT,Data Engineer,205000,USD,205000,US,0,US,M,DSS-00205
2023,MI,FT,Data Engineer,180000,USD,180000,US,0,US,M,DSS-00206
2023,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M,DSS-00207
2023,SE,FT,Data Engineer,200000,USD,200000,US,100,US,M,DSS-00208
2023,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M,DSS-00209
2023,SE,FT,Computer Vision Engineer,215000,USD,215000,US,0,US,M,DSS-00210
2023,SE,FT,Computer Vision Engineer,170000,USD,170000,US,0,US,M,DSS-00211
2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M,DSS-00212
2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M,DSS-00213
2023,SE,FT,Data Scientist,224000,USD,224000,CA,0,CA,M,DSS-00214
2023,SE,FT,Data Scientist,176000,USD,176000,CA,0,CA,M,DSS-00215
2023,SE,FT,Data Analyst,120000,USD,120000,US,100,US,M,DSS-00216
2023,SE,FT,Data Analyst,75000,USD,75000,US,100,US,M,DSS-00217
2023,EN,FT,Data Engineer,1400000,INR,17022,IN,100,IN,L,DSS-00218
2023,SE,FT,Applied Data Scientist,100000,AUD,68318,AU,100,FI,M,DSS-00219
2023,MI,FT,AI Developer,100000,SGD,75020,FI,0,FI,M,DSS-00220
2023,SE,FT,Data Analyst,140000,USD,140000,US,0,US,M,DSS-00221
2023,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M,DSS-00222
2023,SE,FT,Data Engineer,128000,USD,128000,US,0,US,M,DSS-00223
2023,SE,FT,Data Engineer,81500,USD,81500,US,0,US,M,DSS-00224
2023,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M,DSS-00225
2023,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M,DSS-00226
2023,SE,FT,Data Engineer,185000,USD,185000,US,0,US,M,DSS-00227
2023,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M,DSS-00228
2023,EX,FT,Head of Data,329500,USD,329500,US,0,US,M,DSS-00229
2023,EX,FT,Head of Data,269600,USD,269600,US,0,US,M,DSS-00230
2023,SE,FT,Data Quality Analyst,100000,USD,100000,US,0,US,M,DSS-00231
2023,SE,FT,Data Quality Analyst,80000,USD,80000,US,0,US,M,DSS-00232
2023,SE,FT,Data Scientist,250000,USD,250000,US,0,US,M,DSS-00233
2023,SE,FT,Data Scientist,162500,USD,162500,US,0,US,M,DSS-00234
2023,MI,FT,AI Developer,200000,USD,200000,US,100,US,M,DSS-00235
2023,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M,DSS-00236
2023,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M,DSS-00237
2023,EX,FT,Data Engineer,145000,USD,145000,US,0,US,M,DSS-00238
2023,EX,FT,Data Engineer,115000,USD,115000,US,0,US,M,DSS-00239
2023,SE,FT,Data Scientist,203500,USD,203500,US,0,US,M,DSS-00240
2023,SE,FT,Data Scientist,152000,USD,152000,US,0,US,M,DSS-00241
2023,SE,FT,Data Scientist,239000,USD,239000,US,0,US,L,DSS-00242
2023,SE,FT,Data Scientist,122900,USD,122900,US,0,US,L,DSS-00243
2023,SE,FT,Data Scientist,237000,USD,237000,US,0,US,M,DSS-00244
2023,SE,FT,Data Scientist,145000,USD,145000,US,0,US,M,DSS-00245
2023,SE,FT,Data Science Manager,191765,USD,191765,US,0,US,M,DSS-00246
2023,SE,FT,Data Science Manager,134236,USD,134236,US,0,US,M,DSS-00247
2023,SE,FT,Analytics Engineer,190000,USD,190000,US,100,US,M,DSS-00248
2023,SE,FT,Analytics Engineer,112000,USD,112000,US,100,US,M,DSS-00249
2022,SE,FT,Data Scientist,84000,EUR,88256,ES,100,GB,L,DSS-00250
2023,EN,FT,Data Engineer,85000,USD,85000,US,0,US,M,DSS-00251
2023,EN,FT,Data Engineer,65000,USD,65000,US,0,US,M,DSS-00252
2023,SE,FT,Data Analyst,135000,USD,135000,US,0,US,M,DSS-00253
2023,SE,FT,Data Analyst,105500,USD,105500,US,0,US,M,DSS-00254
2023,SE,FT,Research Engineer,293000,USD,293000,US,0,US,M,DSS-00255
2023,SE,FT,Research Engineer,185000,USD,185000,US,0,US,M,DSS-00256
2023,SE,FT,Data Analyst,80000,USD,80000,US,0,US,M,DSS-00257
2023,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M,DSS-00258
2023,SE,FT,Data Engineer,220000,USD,220000,US,100,US,M,DSS-00259
2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,DSS-00260
2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M,DSS-00261
2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M,DSS-00262
2023,SE,FT,Data Analyst,200000,USD,200000,US,0,US,M,DSS-00263
2023,SE,FT,Data Analyst,148500,USD,148500,US,0,US,M,DSS-00264
2023,SE,FT,Data Scientist,45000,EUR,48289,ES,0,ES,M,DSS-00265
2023,SE,FT,Data Scientist,36000,EUR,38631,ES,0,ES,M,DSS-00266
2023,SE,FT,Data Engineer,240500,USD,240500,US,0,US,L,DSS-00267
2023,SE,FT,Data Engineer,123700,USD,123700,US,0,US,L,DSS-00268
2023,SE,FT,Analytics Engineer,152900,USD,152900,US,100,US,M,DSS-00269
2023,SE,FT,Analytics Engineer,117100,USD,117100,US,100,US,M,DSS-00270
2023,SE,FT,Analytics Engineer,173000,USD,173000,US,100,US,M,DSS-00271
2023,SE,FT,Analytics Engineer,113000,USD,113000,US,100,US,M,DSS-00272
2023,SE,FT,Applied Scientist,260000,USD,260000,US,0,US,L,DSS-00273
2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,DSS-00274
2023,EX,FT,Data Engineer,175000,USD,175000,US,0,US,M,DSS-00275
2023,EX,FT,Data Engineer,110000,USD,110000,US,0,US,M,DSS-00276
2023,SE,FT,Applied Scientist,260000,USD,260000,US,0,US,L,DSS-00277
2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,DSS-00278
2023,SE,FT,Research Scientist,130000,USD,130000,US,100,US,M,DSS-00279
2023,SE,FT,Research Scientist,110000,USD,110000,US,100,US,M,DSS-00280
2023,SE,FT,Applied Scientist,205000,USD,205000,US,100,US,M,DSS-00281
2023,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M,DSS-00282
2023,SE,FT,Data Analyst,149500,USD,149500,US,100,US,M,DSS-00283
2023,SE,FT,Data Analyst,127075,USD,127075,US,100,US,M,DSS-00284
2023,SE,FT,Data Scientist,195000,USD,195000,US,0,US,M,DSS-00285
2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M,DSS-00286
2023,SE,FT,Data Engineer,219535,USD,219535,US,100,US,M,DSS-00287
2023,SE,FT,Data Engineer,146115,USD,146115,US,100,US,M,DSS-00288
2023,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M,DSS-00289
2023,SE,FT,Data Scientist,135000,USD,135000,US,0,US,M,DSS-00290
2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M,DSS-00291
2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M,DSS-00292
2023,SE,FT,Data Scientist,199000,USD,199000,US,0,US,M,DSS-00293
2023,SE,FT,Data Scientist,162000,USD,162000,US,0,US,M,DSS-00294
2023,SE,FT,Applied Scientist,222200,USD,222200,US,0,US,L,DSS-00295
2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,DSS-00296
2023,EX,FT,Analytics Engineer,221000,USD,221000,US,100,US,M,DSS-00297
2023,EX,FT,Analytics Engineer,153000,USD,153000,US,100,US,M,DSS-00298
2023,SE,FT,Data Analyst,187000,USD,187000,US,0,US,M,DSS-00299
2023,SE,FT,Data Analyst,128000,USD,128000,US,0,US,M,DSS-00300
2023,SE,FT,Research Scientist,210000,USD,210000,US,0,US,M,DSS-00301
2023,SE,FT,Research Scientist,136000,USD,136000,US,0,US,M,DSS-00302
2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M,DSS-00303
2023,SE,FT,Data Scientist,100000,USD,100000,US,100,US,M,DSS-00304
2023,SE,FT,Data Engineer,179000,USD,179000,US,0,US,M,DSS-00305
2023,SE,FT,Data Engineer,109000,USD,109000,US,0,US,M,DSS-00306
2023,SE,FT,Data Scientist,245000,USD,245000,US,0,US,M,DSS-00307
2023,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M,DSS-00308
2023,SE,FT,Data Analyst,142000,USD,142000,US,100,US,M,DSS-00309
2023,SE,FT,Data Analyst,75000,USD,75000,US,100,US,M,DSS-00310
2023,SE,FT,Data Manager,198800,USD,198800,US,0,US,M,DSS-00311
2023,SE,FT,Data Manager,105200,USD,105200,US,0,US,M,DSS-00312
2023,SE,FT,Data Analyst,125000,USD,125000,US,100,US,M,DSS-00313
2023,SE,FT,Data Analyst,112000,USD,112000,US,100,US,M,DSS-00314
2023,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M,DSS-00315
2023,SE,FT,Data Scientist,155000,USD,155000,US,0,US,M,DSS-00316
2023,SE,FT,Data Manager,115000,USD,115000,US,100,US,M,DSS-00317
2023,SE,FT,Data Manager,86000,USD,86000,US,100,US,M,DSS-00318
2023,SE,FT,Data Scientist,165000,USD,165000,US,0,US,M,DSS-00319
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M,DSS-00320
2023,SE,FT,Data Analyst,139000,USD,139000,US,0,US,M,DSS-00321
2023,SE,FT,Data Analyst,106000,USD,106000,US,0,US,M,DSS-00322
2023,EN,FT,Data Analyst,55000,CAD,40663,CA,0,CA,L,DSS-00323
2022,SE,FT,AI Developer,275000,USD,275000,CA,0,CA,S,DSS-00324
2023,SE,FL,Machine Learning Researcher,50000,USD,50000,UA,50,UA,S,DSS-00325
2023,MI,FT,Machine Learning Engineer,280700,USD,280700,US,100,US,M,DSS-00326
2023,MI,FT,Machine Learning Engineer,150450,USD,150450,US,100,US,M,DSS-00327
2023,EN,FT,Data Scientist,70000,CAD,51753,CA,100,CA,L,DSS-00328
2023,SE,FT,Data Architect,250500,USD,250500,US,0,US,M,DSS-00329
2023,SE,FT,Data Architect,159500,USD,159500,US,0,US,M,DSS-00330
2023,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M,DSS-00331
2023,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M,DSS-00332
2023,SE,FT,Data Analyst,140000,USD,140000,US,0,US,M,DSS-00333
2023,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M,DSS-00334
2023,EN,FT,Data Scientist,130001,USD,130001,US,100,US,M,DSS-00335
2023,EN,FT,Data Scientist,71907,USD,71907,US,100,US,M,DSS-00336
2023,MI,FT,Data Scientist,93918,USD,93918,US,100,US,M,DSS-00337
2023,MI,FT,Data Scientist,51962,USD,51962,US,100,US,M,DSS-00338
